序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
75,#四川早安#"生活是自己的??尽情打扮??尽情可爱" ??? ????via思想聚焦 ????,9月20日 08:30,5,3,3,微博 weibo.com,FmE2wcaPm,0
76,#四川晚安#来吧，二选一。对四川人来说不困难 ????,9月19日 22:30,转发,20,7,微博 weibo.com,FmA6YyqHq,0
77,【四川将建省级联席会议制度推进绿色交通发展】#交通要闻#四川省交通运输厅日前印发《关于加快推进四川省绿色交通运输发展的指导意见》（简称《意见》）。根据《意见》，四川将建立省级绿色交通运输发展联席会议制度，由省交通运输厅牵头，加强与省发展改革委、环保厅等相关部门及交通运输重点用能企业 ????...展开全文c,9月19日 19:11,1,评论,赞,微博 weibo.com,FmyOm26YN,0
78,【渝广高速重庆段一期20日开通 广安45分钟可跑重庆】#交通动态#渝广高速(重庆渝北至四川广安)重庆段一期将于9月20日下午3点正式开通。小车(一类车)跑全程通行费45元。截至目前，渝广高速四川段(广安至巴中)已通车，渝广高速重庆段一期通车后，重庆主城至广安的车程将由现在的90分钟缩短至45分钟 ????...展开全文c,9月19日 15:14,4,3,2,微博 weibo.com,Fmxg1yekV,0
79,【宜宾首批纯电动车国庆前后使用 噪音低平稳度高】平稳、噪音低，车内自动灭火喷淋系统，空间更大，坐起来更舒服！宜宾首批50辆纯电动公交车陆续到达宜宾，宜宾将告别无纯电动公交车历史。而这些公交车将投放到5路、27路，目前相关手续正在办理中，预计国庆前后上路。,9月19日 12:07,1,1,2,微博 weibo.com,Fmw288j57,0
80,【攀枝花：渡口立交3号桥和法拉大桥恢复通行】#市州动态#保证市民群众及过往车辆的通行安全攀枝花交通运输部门分别于今年7月25日和3月4日，开始对渡口立交3号桥和法拉大桥进行维修加固施工。如今，渡口立交3号桥比原计划提前7天实现通车，法拉大桥比原计划提前12天实现通车。,9月19日 10:43,转发,评论,1,微博 weibo.com,Fmvu9zEa3,0
81,【雅康飞仙关隧道今晨贯通 6分钟穿越川藏“第一关”】#交通动态#今天凌晨4点，雅康高速飞仙关隧道最后数米岩体被正式打通，从而实现双向贯通。这也标志着我省首条进入甘孜藏区的高速大动脉，又打通了一个重要的控制性节点。这也是目前雅康高速全线已实现贯通的最长隧道。隧道通车后，穿越川藏第 ????...展开全文c,9月19日 09:08,1,1,8,微博 weibo.com,FmuROB2Tr,0
82,#四川早安#分寸感是一个人的基本素养，哪怕是经历足够多的故事也不处处炫耀。早安 ????,9月19日 08:30,转发,评论,2,微博 weibo.com,FmuC1nfUI,0
83,#四川晚安#说一句你们当地的方言_________，只有老乡懂，别人听了都会一脸懵的那种！ ? ????,9月18日 22:30,2,20,2,微博 weibo.com,FmqGu1hSj,0
84,【G245仪陇段有望2018年底通车】#交通动态#G245仪陇段改扩建工程是2016年省级重点建设项目，也是南充市首个PPP项目。 该项目全长68公里， 途经仪陇县义路镇、马鞍镇、柴井乡等11个乡镇的65个村（社区），是仪陇县目前投资最大的建设项目，也是连接县城与朱德故里景区的交通要道。该项目计划2018 ????...展开全文c,9月18日 17:55,1,评论,赞,微博 weibo.com,FmoT4AMBQ,0
85,#回首这五年#这五年，你感受到四川交通的发展变化了吗？快来分享一下吧！,9月18日 16:43,10,16,219,微博 weibo.com,FmopL3O8h,0
86,【松潘全面推进国道郎川公路大修工程】#市州动态#近日，按照阿坝州公路局整体工作部署，由松潘公路管理分局自主实施的项目工程国道213线郎川路（尕力台至川主寺段）大修工程全面启动。预计在今年施工期内完成K599 900至K616 000路段的路面铺筑，目前，大修工作正有序推进中。,9月18日 15:52,1,评论,1,微博 weibo.com,Fmo58EQ0W,0
87,【戴东昌：村公路要“有路必养”“养必到位”】#交通要闻#9月17日，交通运输部副部长戴东昌在达州调研农村公路建设和交通扶贫工作。戴东昌强调，要加大投入，强化农村公路的管理养护。戴东昌一行深入通川区磐石都市农业体验区调研交通基础设施规划建设情况，实地查看旅游环线及乡村旅游业发展。,9月18日 13:46,2,评论,赞,微博 weibo.com,FmnfUsBeV,0
88,【陕西至四川将再增一条高速公路通道】#交通动态#汉中至陕川界高速公路喜神坝至陕西省界段预计10月通车。随着正在由四川省加紧组织建设的米仓山隧道明年实现贯通，陕西、四川将新增一条快速通道。°陕西至四川将再增一条高速公路通道 ?????查看图片,9月18日 11:42,1,2,3,微博 weibo.com,FmmrvDoLC,0
89,【打造嘉陵江美丽夜色 50余座江面航道航标陆续亮相】#市州动态#为了丰富嘉陵江旅游内容，方便游客夜航嘉陵江，观赏南充美丽夜色，感受嘉陵江别样风情，从小龙门航电枢纽到青居电站，沿线将更换嘉陵江江面航标50多座，提升嘉陵江光带夜色风景， 规范嘉陵江航运线路，同时做好水运安全保障工作。,9月18日 10:31,转发,评论,赞,微博 weibo.com,FmlYKmWmj,0
90,【“十一”期间 货车进出甘孜将受临时交通管制】#市州动态#“十一”黄金周期间，根据全州道路交通的现状和目前旅游形势及特点，将在全州特定区域内对部分货车实行临时交通管制。管制时间自9月30日0时至10月6日24时，管制车辆为5轴以上(含5轴)重型货运车(拖挂车)。,9月18日 09:25,2,评论,2,微博 weibo.com,FmlxVgQB1,0
91,#四川早安#越勇敢越自由，越努力越幸运。早安 ????,9月18日 08:20,转发,4,2,微博 weibo.com,Fml7t3oME,0
92,#四川晚安#周末要来了！来说说你准备明天几点起床？ ????,9月15日 23:00,1,6,2,微博 weibo.com,FlYBarKdr,0
93,【两部委联合整治公路治超违法违规执法行为】#交通要闻#近日，交通运输部、公安部发出《关于印发规范公路治超执法专项整治行动工作方案的通知》（简称《通知》），决定从9月份至年底，在全国范围内联合开展为期4个月的规范公路治超执法专项整治行动，坚决查处各类违法违规执法行为。,9月15日 17:33,转发,评论,赞,微博 weibo.com,FlWsOkHns,0
94,【汶川克龙线水毁路修复工程下月完工】#市州动态#?受前期强降雨影响，汶川县公路分局管养的G317线克枯乡至龙溪乡部分路基水毁严重，多处发生塌方，对过往的车辆和行人带来极大的不便。发生水毁后，汶川县公路分局不等不靠，第一时间组织人员、机械到现场进行抢修，为保证交通安全畅通……↓↓,9月15日 16:00,转发,评论,1,微博 weibo.com,FlVQPxDvz,0
95,"【宜宾：投入4.59亿元实施交通扶贫专项建设】#市州动态#结合各贫困村实际,宜宾2016年至2019年计划累计投入4.59亿资金实施交通扶贫专项建设。2017年拟退出贫困村26个,交通扶贫专项建设项目231个,建设里程387.3公里；2018-2019年拟退出贫困村26个，交通扶贫专项建设项目219个、建设里程410.1公里。",9月15日 15:00,转发,1,赞,微博 weibo.com,FlVsl1s4j,0
96,【9月17日起 攀枝花这些公交线路大调整】#市州动态# 为了更好的解决群众的交通出行需求，缓解城市道路拥堵，提高公交运行效能，攀枝花市公交公司决定于9月17日对公交2路、4路、12路区间、105路、109路、113路、停靠站点、线路名称进行优化调整和更名，具体措施如下↓↓,9月15日 14:24,2,评论,1,微博 weibo.com,FlVdV8kjo,0
97,【岷东大道青神段本月开工 2年后通车】#交通动态#岷东大道(青神)一期工程建设项目将于3月30日前开工建设，预计2019年3月通车。该项目全长8.77公里，起于青神县高台乡，止于白果乡井洪路。全线按一级公路标准设计，前期立项、设计工作已基本完成，目前正在挂网招标。目前，彭山至眉山段已经基本完 ????...展开全文c,9月15日 11:26,转发,1,1,微博 weibo.com,FlU3PfoTi,0
98,【四川“厕所革命”实施方案 ：车辆行驶每2小时应有1座厕所】#交通要闻# 近日，省政府办公厅印发《四川省“厕所革命”实施方案(2017—2020年)》，提出到2020年持续推进“厕所革命”，4年内共新建和改建厕所19307座。在交通厕所建设方面，《方案》要求按照车辆行驶每2小时或200公里左右应有1座厕 ????...展开全文c,9月15日 09:23,3,3,1,微博 weibo.com,FlTfFc1Pn,0
99,#四川早安# 在风雨中做个大人，在阳光下做个孩子。 ????,9月15日 08:00,3,10,7,微博 weibo.com,FlSHRiska,0
100,#四川晚安#来说说吃火锅你必点的素菜是什么______？ ??? ????,9月14日 23:02,2,28,5,iPhone 6s Plus,FlPbBebKs,0
101,【成都网约车性质需变更为“营运”??驾驶员要考试】#市州动态#目前成都市交委已经基本完成网约车驾驶员从业资格考点服务招标工作，即将启动网约车驾驶员从业资格证的培训和考试工作。在网约车和驾驶员通过资格考试后，网约车的使用性质，将从“私家”变更至“营运”，这也是网约车行业一大改变。 ????,9月14日 18:05,3,5,1,微博 weibo.com,FlNfceIaD,0
102,【凉山州今年投1千万实施道路养护及大中修建设】#交通民生#近日，凉山州召开干线公路管养工作会议，安排部署2017年下半年国省干线公路养护管理工作。凉山今年计划投资1000万元用于预防性养护78公里，大中修工程建设项目5个，全面实施道路预防性养护及大中修工程建设。,9月14日 16:51,1,评论,1,微博 weibo.com,FlMLh5Fnk,0
103,【马久高速有重大进展！建成后成都跑拢青海只要11小时】#交通动态#近日，四川省人民政府办公厅函复阿坝州人民政府，原则同意G0615久治（青川界）至马尔康段高速公路项目采取“BOT+政府补助”方式建设。作为连接新疆、青海、四川的新青川大通道的重要组成部分，马久高速将与青海境内的花久高速、 ????...展开全文c,9月14日 15:01,3,1,4,微博 weibo.com,FlM2qxZBk,0
104,【妈妈带儿如厕不尴尬 成都高速服务区现第三卫生间】#交通民生#目前成都共有5条市管高速公路，设立有服务区1个，即成温邛高速崇州服务区，成温邛高速崇州服务区已经设置了第三卫生间。记者在成温邛高速崇州服务区看到，男、女公共厕所正面入口处外侧墙壁除显著位置安装纸巾盒和干手设施，提供免费 ????...展开全文c,9月14日 11:29,1,1,2,微博 weibo.com,FlKEsaifv,0
105,【川渝实现跨省大件运输许可一站式办理】#交通动态#日前，四川与重庆跨省大件运输网上并联许可平台启用，实现两省（市）内跨省大件运输许可由起运地完成网上一站式办理。厅公路局与重庆市公路局签订了《四川省、重庆市跨省大件运输并联许可工作协议》，双方分别成立跨省大件运输并联许可工作小组 ????...展开全文c,9月14日 10:18,1,1,2,微博 weibo.com,FlKbs3Mk6,0
106,【雪山梁子隧道国庆试通行 成都自驾游黄龙少走20多公里】#交通动态#自驾游的朋友有福了，雪山梁隧道将于今年国庆期间试跑。隧道通车后，从九黄机场出发，将不用再翻越海拔4017米的雪山梁子，到达黄龙景区的时间将从过去的一个多小时缩短到半个小时左右。成都游客自驾前往黄龙也将少走20多公里。,9月14日 09:17,2,3,2,微博 weibo.com,FlJMOmB1u,0
107,#四川早安#所有你平日积累的善意，都会成为未来你无助之时的后盾。早安！ ????,9月14日 08:30,2,2,2,微博 weibo.com,FlJtx4B4Q,0
108,#四川晚安#用一个词立马让别人猜到你的家乡 ????,9月13日 22:30,1,46,2,微博 weibo.com,FlFy01nUw,0
109,【凉山建立公路建设“红黑名单” 黑名单：一年内禁入市场】#市州动态#近日，凉山州交通运输局对2016年度凉山州普通国省干线建设项目参建单位进行“红黑名单”考评，并将考评结果向社会公开通报↓↓,9月13日 18:54,转发,评论,1,微博 weibo.com,FlE8j26hr,0
110,【注意啦！成都65路等4条公交线路近日起有调整】#市州动态#因道路施工等原因，为缓堵保畅，方便乘客公交出行，成都公交65路、公交242路、社区巴士1041 路和公交368路四条线路将于近日起作出调整↓↓,9月13日 16:18,1,评论,1,微博 weibo.com,FlD7mrUJo,0
111,司机朋友们注意咯,9月13日 16:12,转发,评论,1,微博 weibo.com,FlD4Qpr72,0
112,【阿坝州计划于11月底全部完成贫困村通村硬化路建设任务】#交通民生#　2017年脱贫攻坚农村公路任务239个贫困村，通村硬化路1697.3公里，已提前实施完成232个贫困村通村硬化路1619.2公里。截至8月底，已完成5个贫困村硬化路64公里，剩余2个贫困村，14.1公里正在加快推进，计划于11月底全部完成。,9月13日 14:44,2,评论,赞,微博 weibo.com,FlCuQzeB9,0
113,【又来一部318电影！马上要在波兰首映？】#交通分享#电影《318号公路》讲述的是两个不同身份的女孩共同出现在一条去往西藏的公路上，两人结伴同行。看似轻松愉快的旅程，却因其中一个女孩的消失而嘎然而止，引出了一段不为人知又无法自我宽恕的青春往事。这一路的景色也太美了吧。,9月13日 13:23,2,8,7,微博 weibo.com,FlBYkavJK,0
114,【2016年交通固定资产投资三分之一投在贫困地区】#交通民生#交通运输部日前公布的《2016年贫困地区交通扶贫主要统计指标完成情况》显示，去年贫困地区交通固定资产投资规模占全国三分之一，农村公路建设投资占比超4成。据统计，去年，贫困地区完成公路水路交通固定资产投资6697亿元，占全国的33. ????...展开全文c,9月13日 11:02,2,评论,2,微博 weibo.com,FlB2Rm9yV,0
115,【成都地铁1号线三期轨通啦！预计2018年开通】#交通动态#这意味着，明年，坐着地铁可以去海昌极地海洋世界、西博城、兴隆湖……与很多地铁线路不同，1号线三期不是一段，而是三段。具体来说，北段从升仙湖站向北延伸，设韦家碾站;支线段从广都站外延至五根松站;南段从四河站向南，设华阳站、海昌 ????...展开全文c,9月13日 09:20,1,评论,4,微博 weibo.com,FlAnvnQAZ,0
116,#四川早安#最早的日子就是今天，最早的时刻就是此时此刻。而此时此刻的你只管努力，最坏不过大器晚成。 ????,9月13日 08:30,转发,1,1,微博 weibo.com,FlA32waP5,0
117,#四川晚安#一句话证明你的职业________ ????（人民网） ????,9月12日 22:30,转发,18,3,微博 weibo.com,Flw7vbyvJ,0
118,【巴南高速9月份施工公告】#市州动态#2017年9月12日至2018年2月28日，K202.3至K203.58，巴中至成都方向，因增设南部八尔湖互通立交工程项目施工，占用右侧行车道及应急车道。 2017年9月12日至2018年2月28日，K202.05至K203.35，成都至巴中方向，因增设南部八尔湖互通立交工程项目施工，占用右侧 ????...展开全文c,9月12日 17:25,转发,1,1,微博 weibo.com,Flu858QWe,0
119,【营山县孔雀至三元、老林至明德两条乡道公路开工建设】#市州动态#孔雀至三元公路改建工程路线全长10.613公里，建设工期1年；铁木社至明德乡公路老林至明德乡段改建工程路线全长13.044 公里，建设工期1年。这两条乡道改造后，将彻底解决路面破损、运力不足等问题，进一步改善沿线4个乡镇的交通条件 ????...展开全文c,9月12日 16:06,转发,2,赞,微博 weibo.com,FltBL8XjN,0
120,【震后一月，九寨沟汽车站客运班线复班】#市州动态#9月9日，九寨沟县汽车站迎来了地震后最热闹的一个清晨，在经过了为期一月的应急运输后，汽车站客运班线复班了！由于原本途经绵阳市平武县的道路目前尚不具备大型客运车辆通行条件，开往成都、绵阳等客运班车需临时绕道省道301线、国道212线、G7 ????...展开全文c,9月12日 14:27,转发,评论,2,微博 weibo.com,FlsXucHnc,1
121,【投资12亿余元 升级改造顺蓬营公路顺庆段】#市州动态#顺蓬营公路南充至蓬安升级改造工程顺庆段全长20.92公里。顺庆段起于荆溪街道东北侧的府荆大道终点，在搬罾镇北侧与规划中的南充二绕互通交叉后向北至凤山乡，随后沿嘉陵江顺庆段西岸布线，止于渔溪乡铁碑村。预计2019年底完成建设。,9月12日 11:21,2,1,2,微博 weibo.com,FlrKhDX9Y,0
122,【泸州市龙马潭区实现“村村通”公交】#市州动态#目前，龙马潭区已完成12个镇（街），89个村（社区）公交全覆盖。上车只需2元钱，打通出行“最后一公里”，解决20余万群众出行难题。下一步，将进一步扩大公交开行范围，争取早日实现龙马潭区1096个组(社)公交全覆盖。,9月12日 09:26,转发,评论,1,微博 weibo.com,FlqZvnADb,0
123,#四川早安#等待世界的改变，那要一万年，可自己改变，一天就行了。 ? ????,9月12日 08:30,1,1,7,微博 weibo.com,FlqCy1eRX,0
124,#四川晚安#说说活这么大，最让你开心的一件事是什么_____________？ ????,9月11日 22:30,转发,6,1,微博 weibo.com,FlmH0lNr5,0
125,【出租汽车驾驶员从业资格考试将改革 未来“两考合一”】#交通动态#交通运输部已于近日印发了《关于改革出租汽车驾驶员从业资格考试有关工作的通知》，明确各地应在2017年11月底前对巡游出租汽车驾驶员和网络预约出租汽车驾驶员从业资格考试区域科目考试内容进行优化、调整，并公开题库。,9月11日 17:26,6,1,1,微博 weibo.com,FlkHQ0l2d,0
126,【全省道路运输客运站场建设平稳推进】#交通动态#截至8月底，全省道路运输站场建设完成投资18.06亿元，开工建设2973个项目（含建成1629个）。其中：雅安、内江、攀枝花、广安客运枢纽建设项目全部开工建设；南充、广元、广安、阿坝、甘孜精准扶贫地区县级客运站建设开工率达到70%以上。,9月11日 15:52,6,1,赞,微博 weibo.com,Flk5K5KGY,0
127,【双层公交车重回成都，你会去坐吗？】#交通分享##在街头“消失”了两年的双层公交车重回成都！12台双层公交将于本月在两条观光线路中投运。每个座位，都将配备一个耳机，乘客可听音乐、看电视。车内有Wi-Fi，正式开行后可免费上网。当年和你一起坐在双层公交的人，现在在哪里？,9月11日 14:50,2,评论,5,微博 weibo.com,FljGoldDR,0
128,【巴万高速公路项目顺利推进】#交通动态#巴万高速公路万源段从今年4月18日开始进行开工建设。该高速公路经万源市、通江县和巴中市三地，主线全长119.832公里，整个项目按双向四车道高速公路标准建设，设计速度80公里每小时，路基宽24.5米，总投资估算为168.19亿元，建设工期4年。,9月11日 13:30,3,评论,1,微博 weibo.com,Flj9P1oFh,0
129,【雅西高速泸沽至漫水湾段因施工管制一周】#交通动态#10日起至17日，雅西高速泸沽至漫水湾，因施工需要将采取临时管制措施(间断放行)，请广大驾驶员朋友合理安排时间出行或绕行108国道。,9月11日 11:30,3,评论,赞,微博 weibo.com,Flin6p1g9,0
130,【渝广高速重庆段一期完工 广安到重庆缩短45分钟】#市州动态#渝广高速重庆段一期目前已基本完工，力争在今年国庆前正式通车。在四川的巴广渝高速四川段已于去年底前全线建成通车。渝广高速重庆段正式通车后，重庆至广安车程将由现在的1个半小时缩短到45分钟，巴中2个半小时即可到重庆。,9月11日 09:34,5,3,4,微博 weibo.com,FlhCoEAHq,0
131,#四川晚安#作为一个四川人，你能准确地说出以下辣椒的名字吗？ （四川旅游） ????,9月8日 22:30,转发,6,7,微博 weibo.com,FkUpw5BGy,0
132,【1-8月省政府民生工程交通建设完成情况】#交通动态#1—8月，省政府民生工程农村公路建设完成投资92.5亿元、建成8718.1公里（其中改造县乡道2467.6公里、村道6250.5公里），分别占年度目标的108.8%、87.2%；渡改公路桥建设完成投资6.9亿元、建成23座，分别占年度目标的62.7%、76.7%；国省干线公 ????...展开全文c,9月8日 16:15,2,评论,赞,微博 weibo.com,FkRXBgmpu,0
133,【来啦！空港双流观光巴士首批车辆抵达双流】#市州动态#9月7日上午，双流区观光巴士首批2台车辆顺利抵达公交新能源充电站，预计9月13日前，12台新能源纯电动观光巴士将全部到位。颜值好高！ ????小伙伴们期待吗？@成都交通运输,9月8日 14:54,2,4,4,微博 weibo.com,FkRqE0mXq,0
134,【南充高速路厉害了 明年通车里程将达1176公里】#市州动态#南充今年加快推进营山至达州高速公路、绵阳至西充高速公路建设，预计2018年南充高速公路通车里程将达1176公里。此外，未来7年，还将加快建设巴南广、成南（复线）、南潼、德南、绵南达、南充二绕、营仪阆等多条高速公路。,9月8日 14:25,转发,2,1,微博 weibo.com,FkReZaSGz,0
135,【眉山：岷黑快速通道有望国庆前具备通车条件】#市州动态#岷黑快速通道南起岷东大道富牛段，北至黑龙滩风景区，全长7.2公里。作为连接眉山市区与黑龙滩旅游景区的交通干道，它是一条景观、旅游、生态大道，目前整个项目正加快建设速度，预计将比原计划提前完成，今年国庆节前有望具备通车条件。,9月8日 11:43,1,评论,3,微博 weibo.com,FkQbdowvU,0
136,【重庆现波浪形公路 驾驶起来有飞一般的感觉】#交通分享#重庆巴南区，有一条公路路面呈“波浪形”，车辆驶过时，一会儿冲上顶端，一会儿又落入低谷。至于驾驶起来什么感觉？有司机称，有腾空的感觉，很刺激！事实上，这一设计是方便每一层的商户能将车开到门口。想去体验的请举手！@重庆交通 ????,9月8日 09:44,5,3,15,微博 weibo.com,FkPoGnDNm,0
137,【全省交通脱贫攻坚任务通乡通村硬化路建设进展顺利】#交通动态#2017年1—8月，全省交通脱贫攻坚工作快速推进，16个脱贫摘帽县，已累计实现4562个建制村通硬化路，占总量的99.9%；7个贫困村整体退出县，已累计实现1147个建制村通硬化路，占总量的100%；3700个退出贫困村，已累计实现3489个建制村 ????...展开全文c,9月8日 09:29,3,3,4,微博 weibo.com,FkPiOnau7,0
138,#四川早安# 尽管生命的美好有时被蒙上阴影，但它却永远不会被埋没。 ????,9月8日 08:30,转发,2,4,微博 weibo.com,FkOUyBYQS,0
139,#四川晚安#报一下你此刻的手机电量，看看有没有电量数字一样的人！ ????,9月7日 22:30,1,22,1,微博 weibo.com,FkKZ1iduO,0
140,【城区出租将开展四个月专项整治 以下情况要遭起】#市州动态#，为进一步规范巡游出租汽车市场秩序，改进巡游出租汽车服务质量，提升巡游出租汽车行业城市窗口形象，2017年9月至12月，我市将在五城区开展改进巡游出租汽车服务质量专项行动，严厉整治巡游出租汽车行业中各类违规违法行为。,9月7日 17:38,1,2,2,微博 weibo.com,FkJ4LeX5F,0
141,【南充满福坝隧道全线贯通 计划下月初通车】#市州动态#省道101线绕南部县城过境改线一级公路（河东段）起于火烽乡满福坝新区，止于河东工业园区，全长2.6公里，路基宽33.5米，设计时速为80公里，其中双线隧道长约490米，总投资约1.7亿元。满福坝隧道全线贯通后，将与河东工业园区、南部火车站物 ????...展开全文c,9月7日 15:33,转发,1,2,微博 weibo.com,FkIfNbObU,0
142,【国道108线严家湾隧道预计明年5月通车】#交通动态#国道108线严家湾隧道工程起于电子路北延线二段，设严家湾隧道穿越嘉陵江左岸山脊，止于在建的国道108线严家湾嘉陵江大桥1#桥墩。线路全长1066米，路基宽23米，设计时速60公里，按一级公路标准建设。该项目已于2016年1月14日开工建设，计划年底 ????...展开全文c,9月7日 13:53,2,1,1,微博 weibo.com,FkHBv7eHC,0
143,【内江沱江大桥将实施交通管制】#交通动态#管制路段：沱江大桥；管制时间：2017年9月10日—2017年12月31日；管制时段：晚上22:00至次日凌晨6:00。管制方式：管制期间，沱江大桥实行全封闭，禁止一切车辆通行。绕行线路：沱江大桥封闭后，市中区前往东兴区车辆可以由沿江路、交通路绕行至西林大桥 ????...展开全文c,9月7日 11:30,转发,评论,2,微博 weibo.com,FkGF7CoaS,0
144,【乐西高速马边至昭觉段年底或开工】#交通动态#9月1日，乐西高速公路马边至昭觉段建设工作座谈会在西昌召开。会上透露，乐西高速公路马边至昭觉段拟定9月20日举行开工动员，力争年底实现动土开工，项目建设工期5年。该高速建成后，成都至西昌将形成“双通道”。乐西高速公路是指四川乐山至西昌高 ????...展开全文c,9月7日 09:30,1,1,2,微博 weibo.com,FkFSpnb1t,0
145,【用“上帝视角”带你去看花城之桥~】#交通分享#畅达的交通让城市飞速发展，也让人们的生活更具幸福感。而当我们在路上时，也许不曾发现，这些穿梭在山间的路、跨越水域的桥、穿城而过的一条条大道，它们与这座城市、与自然风光共同筑成一道迷人的风景线↓↓ ????,9月6日 17:30,3,评论,赞,微博 weibo.com,FkzAKwO7o,0
146,【巴中市振兴川陕革命老区方案出炉 有一波交通“福利”与你有关！】#市州动态#日前，巴中市政府印发《巴中市川陕革命老区振兴发展规划实施方案》（以下简称《方案》）。《方案》对该市的交通建设做了哪些规划？有哪些“红包”与你的出行相关？赶紧来看看！ ????,9月6日 15:30,转发,2,赞,微博 weibo.com,FkyO2BRzo,0
147,【成都8条快速路招标，详细路线走向公布！】#市州动态#成龙简、成金简、成资、青金、成彭、成温崇、金简黄、金简仁快速路项目勘察设计招标文件已经审定并发布，文件中透露了8条快速路的走向，其中6条都在“东进”范围内，看看你家附近有哪条？,9月6日 15:00,3,1,赞,微博 weibo.com,FkyBSi875,0
148,【成都公交新开3条线路接驳地铁10号线】#交通民生#配合地铁10号线开通运行，成都公交集团拟新开3条公交线路，调整2条公交线路，进一步加强金花、簇桥、金履、译华学校等片区与地铁接驳。其中，新开261路(起讫点：译华学校站-七里大道中站)，调整1098路，暂停151a路，将于地铁10号线开通当日即9月 ????...展开全文c,9月6日 14:10,1,评论,赞,微博 weibo.com,FkyhI1joa,0
