序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
432,#四川早安#有些时候，我们只是需要一个拥抱就够了LHappy张江的秒拍视频 ????,7月26日 08:30,3,3,4,微博 weibo.com,Fe86IasBU,0
433,#四川晚安#【长知识！为什么叫买东西，而不叫买南北？】“买东西”这个词经常出现在我们的生活中，但不管是东还是西，明明都是方位的称呼，连在一起却成了物品的代称。这是为什么呢？戳视频↓↓一起长知识！L人民日报的秒拍视频 ????,7月25日 23:00,1,评论,1,微博 weibo.com,Fe4nlt7ge,0
434,【遂宁：龙凤互通式立交工程获批】#市州动态#近日，遂宁市发改委批复了遂绵高速公路龙凤互通式立体交叉工程可研报告。该项目总投资20827万元，建设工期为24个月。遂绵高速范围内设计时速80公里/小时，双向4车道，路基宽24.5米，线路长约1.005公里；匝道设计时速每40公里/小时，A、C、和D采用单向单车道 ????...展开全文c,7月25日 18:36,转发,评论,2,360安全浏览器,Fe2EfvkiL,0
435,【泸州：合江长江公路大桥进入上部结构施工阶段】#市州动态#目前，位于北岸白米镇碾子塝村的桥梁下部工程和桥梁墩身浇筑已经结束；而在南岸这边，桥墩施工基本结束，锚碇浇筑正在进行，预计也将于近期结束，整个桥下工程已经完成95%。合江长江公路大桥全长1420米，项目总投资约4.88亿元，计划建 ????...展开全文c,7月25日 15:49,2,1,1,360安全浏览器,Fe1yreNJc,0
436,【旺宁公路 部分施工路段实行交通管制】#交通动态#管制时间为2017年7月20日至2017年9月30日。管制方式为：夜间禁行，管制期间每天实行夜间禁止通行(晚20：00—次日6：00);恶劣天气管制，若遇暴雨等恶劣天气，施工路段实行全线断道管制;施工临时管制，根据施工单位排危、爆破等工程施工实际需要， ????...展开全文c,7月25日 14:06,2,1,1,360安全浏览器,Fe0SE7rU5,0
437,【厅通报21个市（州）和65条高速公路政风行风“五大行动”6月考核排名】#交通要闻#为加强政风行风建设，提升交通运输水平，服务经济社会发展，19日，厅对21个市（州）交通运输部门和65条高速公路，6月份实施“五大行动”（出行服务改善、执法形象提升、农村公路惠民、交通运输便民、政务窗口提质 ????...展开全文c,7月25日 11:31,6,评论,赞,360安全浏览器,FdZRZdxzF,0
438,【战高温架桥筑路】#交通分享#7月24日，巴（中）陕（西）高速公路南江县元山大桥建设工地，工人们头顶烈日进行T梁吊装施工。最近，南江县连续出现高温天气，在巴陕高速公路施工现场，工人们冒着高温架桥梁、筑路面，全力推进工程进度。,7月25日 10:36,2,评论,2,360安全浏览器,FdZvsquBy,0
439,【“四好农村路”展播④郫都区 | 硬化路户户通 全域公交一元通】#交通民生#郫都区公路总里程达1223公里，其中农村公路达1092公里，占公路总里程90%，路网密度2.8公里/平方公里，实现对外交通快速化、农村公路网络化、公交服务一体化、运输管理智能化的总体目标。,7月25日 09:30,4,2,1,微博 weibo.com,FdZ4zg1tw,0
440,【厅运管局开展道路运输行业环境污染防治督导工作】#交通要闻#为认真贯彻落实中央、省和厅有关环境污染防治工作的决策部署，切实做好道路运输行业环境污染防治工作，厅运管局在全省道路运输行业开展环境污染防治督导工作。即日起至7月31日，厅运管局组成7个督导组，由局领导带队，深入各道路运输 ????...展开全文c,7月25日 09:15,1,评论,赞,微博 weibo.com,FdYYtjIjf,0
441,#四川早安# 每个人都有梦想，或大或小；每个人的心里，都藏着一个了不起的自己。只要你不颓废，不消极，一直悄悄酝酿着乐观，培养着豁达，坚持着善良，始终朝着梦想前行，永远在路上，就没有到达不了的远方。早安！ ????,7月25日 08:30,4,1,2,微博 weibo.com,FdYGd0miR,0
442,#四川晚安#旗袍、古琴、皮影、活字印刷……最美不过文化传承！(图/了不起的匠人） ????,7月24日 23:00,转发,评论,1,微博 weibo.com,FdUWQEBpc,0
443,【交通运输部与四川省举行工作座谈会 共同研究推进部省合作有关事项】#交通要闻#21日，交通运输部与四川省在成都举行工作座谈会，共同研究推进部省合作有关事项。交通运输部部长李小鹏，省委副书记、省长尹力出席会议并讲话↓↓,7月24日 21:13,3,评论,1,360安全浏览器,FdUfECobQ,0
444,【中俄运输合作分委会第二十一次会议在蓉召开】#交通要闻#21日，中俄总理定期会晤委员会运输合作分委会第二十一次会议在中国四川成都举行。会议由交通运输部部长李小鹏和俄罗斯联邦运输部部长索科洛夫共同主持，铁路、汽车运输和公路、民航、口岸、过境运输、海运河运等分委会6个工作组分别进行了工作 ????...展开全文c,7月24日 17:01,2,评论,2,360安全浏览器,FdSBiAUq3,0
445,【恩阳城区外环线（一期）有望年底通车】#市州动态#近日，位于恩阳城区外环线旱谷村——恩阳大道何家坝段的戏坪梁隧道左洞顺利贯通，标志着恩阳城区外环线（一期）工程向着年底建成通车迈出了坚实一步。恩阳外环线（一期）为省道302线的重要组成部分，是恩阳大道的控制性工程，项目共分两段，全 ????...展开全文c,7月24日 15:42,3,评论,1,360安全浏览器,FdS5hfs82,0
446,【铁山隧道至达州绕城公路实施交通管制】#交通动态#即日起至8月31日实施国道G542线K326+990（铁山隧道金窝端）至K336+370（达州绕城公路垃圾处理厂A、B匝道）路段（全长10公里）改造施工工程。施工期间，国道G542线K326+990（铁山隧道金窝端）至K336+370（达州绕城公路垃圾处理厂A、B匝道）路段 ????...展开全文c,7月24日 14:30,2,1,赞,360安全浏览器,FdRC51WyF,0
447,【成都绕城高速成安渝跨越处恢复交通】#交通动态#为实现成都绕城高速和成安渝高速接驳转换，在两条高速相交处，专门设置了成安渝高速成洛互通立交，这是剩余路段的难点工程。为确保施工安全，成洛互通主线施工期间，绕城主道1公里道路通过疏解道通行。目前成都绕城高速主道交通恢复正常，成洛互 ????...展开全文c,7月24日 11:35,2,4,3,360安全浏览器,FdQsS6tuK,0
448,【“四好农村路”展播③大邑县 | 打造“美丽公路”助推乡村游】#交通民生#大邑县农村公路总里程1926.587公里，占比99%。其中县道221.635公里，乡道626.842公里，专用道25.977公里，及村、组道1052.133公里，桥梁374座，全县农村公路路网密度达1.45公里/平方公里。,7月24日 09:49,1,评论,1,360安全浏览器,FdPM11Gz4,0
449,【厉害了！悬挂式列车 你想去试试吗？】#媒体聚焦#日前，我国最高速的悬挂式单轨列车下线，进入型式试验和试运行阶段。列车设计时速80公里，最高运行时速为70公里，载客量300-510余人。悬挂式单轨列车又称空轨或空中列车，是一种轻型、低成本的新型公共交通方式。 网友：人在里面也是倒挂着吗？,7月24日 09:30,5,4,2,微博 weibo.com,FdPE4r6tU,0
450,#四川早安#【太暖！公交司机帮助残疾老人，老人报之以桃】近日，济南4路的公交车司机庞素英连续三天在公交站台帮助一位残疾老人，老人以卖桃为生。第三天的时候，老人包了一袋桃子要送给她，说是自己的心意，庞素英十分感动。细小的举动，感动了很多人L微辣Video的秒拍视频,7月24日 08:30,1,4,20,微博 weibo.com,FdPfIuXAK,0
451,【7月24、25日 G93泸渝高速公路榕山至佛荫段交通管制】#交通动态#为保障G93泸渝高速公路桥梁检修工作顺利开展，7月24日、25日23:30～06:00期间将对G93泸渝高速公路K524+546～K545+900（榕山收费站至佛荫收费站）实施临时交通管制。管制期间，管制路段内禁止所有车辆通行（交通管制期间，G93泸渝高速公 ????...展开全文c,7月21日 17:12,1,1,1,360安全浏览器,Fdqopx0Yb,0
452,【今日起 G85渝昆高速这两段路要实行交通管制】#交通动态#为提高G85渝昆高速（宜水方向）沥青路面的平整性，决定从21日起对G85渝昆高速（宜水方向）沥青路面进行预防性养护。本工程对G85渝昆高速宜水向K278+600- K281+500路段和K282+850-285+900路段实施全封闭施工、水宜向双向通行的交管方式。具体交 ????...展开全文c,7月21日 15:29,2,评论,1,360安全浏览器,FdpIFim2C,0
453,【揭秘雅康高速 工程施工有“五个极其”鲜明特点】#交通动态#雅康高速起于雅安雨城区，西经天全、泸定，止于康定，处于四川盆地向青藏高原的过渡段内，全长约135公里。该地区海拔快速爬升，地形狭窄陡峻，具有工程施工极其困难、地形条件极其复杂、地质条件极其复杂、气候条件极其恶劣、生态环境极其脆 ????...展开全文c,7月21日 11:31,2,1,7,360安全浏览器,Fdo9NqZPL,0
454,【“四好农村路”展播②犍为县 | 织好“农村公路四张网”】#交通民生#近年来，犍为县以“创全国一流交通、建人民满意交通”为目标，高标求进，把“四好农村路”建设作为促进县域经济发展、推动脱贫攻坚、解决服务群众“最后一公里”的基础性、先导性工程，大胆探索、创新实践，全面实现农村公路建、管 ????...展开全文c,7月21日 10:03,2,1,2,360安全浏览器,FdnA1aS7P,0
455,,7月21日 09:54,转发,评论,赞,360安全浏览器,FdnwjzGG4,-1
456,【叙永县马岭镇：打通贫困群众家门口的路】#交通民生#近日，叙永县马岭镇党委书记罗涛率政府相关职能部门负责人深入脱贫村盘田村检查贫困户入户路、社道断头路、村道加宽、异地扶贫搬迁小集中安置点配套路等工程进展情况，力争年底前实现路网全面升级，群众出行更方便、更快捷、更安全。 ????,7月21日 09:30,2,1,4,微博 weibo.com,FdnmAe3Sg,0
457,#四川早安#一张被广泛流传的照片《Circle of Leaf》，用叶子来诠释生命的循环，从诞生到死亡，直至腐烂，人生如是。珍惜每一天。早安！ ???? ????,7月21日 08:30,4,5,8,微博 weibo.com,FdmYdzB2I,0
458,#四川晚安#不必讨好所有的人，正如不必铭记所有的昨天。时光如雨，我们都是雨中行走的人，找到属于自己的伞，建造小天地，朝前走，一直走到风停雨住，美好晴天。 ?? ????,7月20日 23:00,4,评论,4,微博 weibo.com,FdjeRydaX,0
459,【“四好农村路”展播①顺庆区 | 蜿蜒在田园间的致富“彩带”】#交通民生#顺庆区现有公路总里程1492公里，其中高速公路2条30公里，国道212线1条18公里，县乡道22条238公里，村道1206公里，通乡公路硬化率达100%，建制村通硬化路率达100%。2016年，顺庆区 “四好农村路”建设完成芦溪至永丰等5条 ????...展开全文c,7月20日 17:27,转发,评论,赞,360安全浏览器,Fdh43xaMd,0
460,【2017年广元将实施12个渡改桥项目】#交通民生#今年广元将实施渡改桥项目共12个，其中渡改公路桥5座，渡改人行桥7座。截至目前，渡改公路桥完工1座，在建4座；渡改人行桥完工2座，1座在建，4座正在开展前期工作，即将开工建设。今年我市共建设7座渡改人行桥。其中剑阁2座，青川3座，朝天1座，昭 ????...展开全文c,7月20日 15:52,转发,评论,赞,360安全浏览器,Fdgrut3Uq,0
461,【6月全省高速公路服务质量评价结果出炉，排名前三位的是……】#交通要闻#6月，全省7个高速公路交通执法支队、南充市公路路政管理支队及成都市交通运输行政执法总队共开展270次日常巡查，对全省64个高速公路项目运营服务质量进行了日常评价，评价结果显示全省高速公路服务整体情况良好。评价共发 ????...展开全文c,7月20日 14:22,1,1,1,360安全浏览器,FdfQHy5wn,0
462,【每一条美丽的公路背后，都有这样一群身影......】#交通科普#截至2016年末，全国公路养护里程达459万公里。建设美丽公路，离不开呵护路面的一大批“神医”——他们不是身穿白大褂、头戴天使帽的医护人员，而是一批批新技术、新设备、新工艺以及那些常年在公路管养一线、身穿橙色制服的公路人↓,7月20日 13:03,7,2,4,360安全浏览器,FdfkLbAMD,0
463,【从理塘到亚丁，绿色生态公路成为高原上的一道风景线】#醉美蜀道#7月中旬，成都市民肖健开车去稻城，特意在朋友圈晒理亚路：宽阔平整的黑油路面蜿蜒向前，路边是盛开的鲜花、枝叶繁盛的彩林、高高的白塔，成群结队的牦牛悠闲地跨过道路……理亚路位于海拔3000米以上的川西高原，是省道216、217线 ????...展开全文c,7月20日 10:18,12,12,14,360安全浏览器,FdefI989n,0
464,【我国将提升公路交通旅游功能】#交通要闻#近日，交通运输部联合国家旅游局等6家单位发布关于促进交通运输与旅游融合发展的若干意见，目标到2020年，基本建成结构合理、功能完善、特色突出、服务优良的旅游交通运输体系。意见提出，推动高速公路服务区向交通、生态、旅游、消费等复合功能型服务 ????...展开全文c,7月20日 09:30,5,4,1,微博 weibo.com,FddW5jl4w,0
465,#四川早安#好的生活方式，是和一群志同道合的人，一起奔跑在理想的路上！回头有一路的故事，低头有坚定的脚步，抬头有清晰的远方。 ?早安 ????,7月20日 08:30,6,2,2,微博 weibo.com,FddxJnidd,0
466,【宜宾将建公交充电站 首批“纯电”公交即将购置】#市州动态#宜宾首批公交车充电桩将建于临港经济开发区白沙湾综合服务中心，首批计划建设充电桩24组，充电车位47个，目前项目已开始动工。同时，宜宾首批50辆“纯电动”公交车购置已进入相关程序。到2018年，公交公司共计将更换“纯电动”公交车3 ????...展开全文c,7月19日 17:34,1,评论,赞,360安全浏览器,Fd7GoyAyg,0
467,【给成都交通运输服务提建议 即日起可报名当乘客代表】#交通民生#@成都交通运输 拟于近期召开改进提升成都交通运输服务质量座谈会，广泛听取乘客代表、专家学者、行风监督员对地铁票价优惠措施、公交线网优化调整、出租汽车运营管理等方面的意见和建议。本次座谈会拟设参加人30名，其中，常规公交 ????...展开全文c,7月19日 15:46,2,1,2,360安全浏览器,Fd6Yjf0p8,0
468,【内江首座电动汽车快速充电站安家成自泸高速公路威远服务区】#交通动态#成自泸高速公路威远服务区电动汽车充电站位于成自泸高速公路141公里处，该电动汽车充电站投入使用后，将补充成自泸高速公路威远服务区的配套服务功能，为使用电动汽车的群众出行提供便利。目前整体建设工作已经基本完成， ????...展开全文c,7月19日 14:15,2,1,2,360安全浏览器,Fd6nt6Pol,0
469,【成都绕城高速成彭收费站20日零时起关闭】#交通动态#为推动成彭高速公路扩容改造工程实施，绕城高速成彭收费站将于2017年7月20日零时正式关闭。原经由成彭收费站下道的车辆请从就近的成灌收费站和北新收费站下道，同时绕城高速新增的成灌收费站B2和北新收费站D2出口匝道将于2017年7月20日零时同 ????...展开全文c,7月19日 11:53,1,2,赞,360安全浏览器,Fd5rYzYlD,0
470,【厅运管局切实整改省级环保督察发现的道路运输领域存在的环保问题】#交通要闻#一是全省各级道路运输管理机构对标问题，逐项认真抓好整改落实，全面系统梳理、排查、整改辖区内道路运输行业环境保护工作中存在的问题和不足；二是针对存在的问题，认真研究，制定解决问题的整改方案和措施，明确整 ????...展开全文c,7月19日 09:30,2,评论,1,微博 weibo.com,Fd4vA9oZj,0
471,拒绝套路！啥都能问！关于四川环保你想问啥？,7月19日 08:58,转发,评论,33,360安全浏览器,Fd4iBxJOW,0
472,#四川早安#滴水穿石不是水的力量，而是贵在坚持！简单的事重复做，重复的事情认真做！任何的收获不是巧合，而是每天的努力与坚持得来的。 人生因有梦想，而充满动力。 早安，各位~ ??? ????,7月19日 08:30,转发,2,4,微博 weibo.com,Fd47exLXf,0
473,【当你在荒废时间，有多少人在拼命】#四川晚安#总有人在你刷微博时，苦练口语；总有人在你打游戏时，坚持阅读；总有人在你熟睡时，回想得失，总结不足。那些比你走得远的人，并不一定比你聪慧，只是每天多走了一点。不要抱怨成功的总是别人，那些风光背后是别人咬着牙的坚持。晚安 ????,7月18日 23:00,1,1,5,微博 weibo.com,Fd0nSag3Q,0
474,【成都天府新区创新开行T321路公交线路】#市州动态#为进一步提升天府新区城市形象，保障新区群众交通出行，加快新区美丽中国典范城市建设，2017年7月14日，成都天府新区规划建设局组织开行“七彩籍田”T321路公交线路，起讫点为籍田客运站至天府大道口站，票价收费为一元。该线路为沿线首条公交 ????...展开全文c,7月18日 17:30,1,评论,1,微博 weibo.com,FcYdVj2KE,0
475,【四川汶马高速桃坪互通匝道桥梁下部全部完成】#交通动态#目前，四川省汶川至马尔康高速公路桃坪互通匝道桥梁下部已全部完成。汶马高速公路全长178公里，海拔高差近2000米，穿越多条地震断裂带，全线121座桥梁、33座隧道。目前，桥梁施工已完成50%、隧道完成40%，预计2020年建成通车。该项目是四川 ????...展开全文c,7月18日 15:30,4,3,7,360安全浏览器,FcXrg7VN5,0
476,【泸州：3座公铁两用过江通道调整为公路过江通道】#市州动态#国家发展改革委同意将泸州市已列入《长江经济带综合立体交通走廊规划（2014-2020年）》中的安富第一、合江新城、榕山等3座公铁两用过江通道调整为公路过江通道，标志着当前泸州市长江经济带综合立体交通走廊建设项目前期工作取得重大 ????...展开全文c,7月18日 13:03,转发,评论,1,360安全浏览器,FcWtKAerk,0
477,【李小鹏：深入学习贯彻习近平总书记重要讲话精神 扎实打好深度贫困地区交通脱贫攻坚硬仗】#交通民生#7月17日，交通运输部扶贫开发和农村公路工作领导小组召开2017年第2次会议，深入学习贯彻习近平总书记在深度贫困地区脱贫攻坚座谈会上的重要讲话精神，总结上半年工作，研究部署近期和下半年重 ????...展开全文c,7月18日 11:30,转发,评论,赞,微博 weibo.com,FcVRNdSkm,0
478,【四川省高速公路ETC用户突破240万】#媒体聚焦#ETC客服网点2107个，专用车道1063条，用户突破240万……这一连串的数字，就是四川交通向群众交上的一份厚实答卷。这不是简单的数字堆砌，而是四川交通坚持发展、砥砺奋进、顽强拼搏的“影像”，其背后彰显着四川交通的担当，凝聚着四川交通的作为，蕴含着 ????...展开全文c,7月18日 09:30,5,4,2,微博 weibo.com,FcV55Emvz,0
479,#四川早安#陶醉于清晨微微的清风，让自然的味道扑向你的心扉，用心感受，你会发现：希望在向你招手，梦想在向你奔跑，幸福在向你靠拢。早安[阳光] ????,7月18日 08:41,1,1,1,360安全浏览器,FcULfdWYX,0
480,#四川晚安#努力的意义是什么？是为了看到更大的世界，是为了可以有自由选择人生的机会。晚安。 ????,7月17日 23:00,2,评论,1,微博 weibo.com,FcQXngPzd,0
481,【乐山：岷江四桥主桥贯通，绕城高速预计年内通车】#市州动态#16日凌晨，伴随着最后一方混凝土的浇筑，乐自高速公路乐山城区连接线项目控制性工程——岷江四桥主桥双幅顺利合龙。至此项目主桥双幅实现贯通，整个绕城高速预计年内通车。岷江四桥主桥双幅合龙，标志着绕城项目进展取得了重要性突破，为项 ????...展开全文c,7月17日 17:30,1,评论,赞,微博 weibo.com,FcONqu3Ct,0
482,【2017年1-6月 全省公路客货运输生产平稳】#交通动态#2017年6月，全省完成公路客运量0.7017亿人、公路旅客周转量38.7193亿人公里；完成公路货运量1.2737亿吨、公路货物周转量135.7818吨公里。2017年1-5月，全省累计完成公路客运量5.1627亿人、公路旅客周转量286.0467亿人公里；累计完成公路货运量7.131 ????...展开全文c,7月17日 15:30,2,评论,赞,微博 weibo.com,FcO0IwPbd,0
483,【7月17日起 在泸州坐公交可以刷手机】#市州动态#从7月17日起，移动手机用户在泸州及全国开通一卡通互联互通功能的城市可用手机刷卡坐公交了。市民只需拥有一部带NFC功能的安卓系统手机，在移动指定的28个营业厅更换或办理一张带有NFC功能的移动手机卡，下载中国移动“和包”客户端，在客户端首页右下 ????...展开全文c,7月17日 13:30,2,2,1,微博 weibo.com,FcNe0izaY,0
484,【成都地铁5号线高架段首座连续梁合龙】#市州动态#7月16日，成都地铁5号线柏水场站——廖家湾站高架区间跨兴贸大道悬浇梁顺利完成中跨合龙，这是5号线一二期工程高架段首座合龙的连续梁。截至目前，5号线一二期工程全线23个车站已主体封顶，盾构掘进开挖累计完成29039米，占总量的一半左右。该线路预计 ????...展开全文c,7月17日 11:30,2,评论,4,微博 weibo.com,FcMrj0BuK,0
485,【交通运输多项建设改造便利老年人出行】#交通民生#日前，国务院办公厅印发了《关于制定和实施老年人照顾服务项目的意见》，明确了20项老年人照顾服务重点任务。在交通出行方面，《意见》明确，支持城市公共交通为老年人提供优惠和便利，鼓励铁路、公路、民航等公共交通工具为老年人提供便利服务；有条 ????...展开全文c,7月17日 09:30,4,评论,1,微博 weibo.com,FcLEB4LCS,0
486,#四川早安#人需要改变的，并不是环境，而是自己的内心，生活如波浪，有波谷，也有波峰。在高峰的时候，且慢高歌。在波谷的时候，不必落泪。一浪翻一浪，一波过一波，便是人生的彼岸，早安 ????,7月17日 08:31,4,1,2,360安全浏览器,FcLgEvlfi,0
487,#四川晚安# 希望全世界的温柔都盖在你的身上，驱散你一天的疲惫，这样你就可以枕着轻柔的月光和一床的好梦安睡了。晚安 ????,7月14日 23:00,3,2,1,微博 weibo.com,FcoFSpG8S,0
488,【雅康高速大杠山隧道右线大里程隧道贯通】#交通动态#经过施工人员19个月的艰苦奋战，雅康高速大杠山隧道右线大里程隧道近日成功贯通。大杠山隧道右线出口贯通后，项目将把主要开挖力量投入到小里程方向，加快施工进度，减小履约风险。“大杠山隧道右线出口方向贯通后，能很大程度改善洞内通风情况。” ????...展开全文c,7月14日 17:30,2,1,3,微博 weibo.com,FcmvWds6X,0
489,【成灌高速新增“菁蓉立交” 郫都区新规划空间格局出炉】#交通动态#目前，郫都区正加速推动新一轮城市总体规划修编，备受关注的红光大道、犀浦综合交通枢纽以及菁蓉立交三大片区城市总体规划设计理念已经出炉。以拟建设的成灌高速菁蓉立交为中心，设计为“一心、一轴、两带、四片”的规划空间格局，即 ????...展开全文c,7月14日 15:30,1,1,4,微博 weibo.com,FclJeiOfv,0
490,【重磅！南充将建东、西、北3条城市轨道交通】#市州动态#今年，南充市将实施115个重大交通项目，计划完成投资145.3亿元。今年1至6月已完成投资73.3亿元，占年度目标的50.4%。轨道交通方面，南充市将开工建设南充市东、西、北3条城市轨道交通，形成市辖三区、南西蓬、南充火车北站与机场之间的无障碍快 ????...展开全文c,7月14日 13:32,6,3,4,360安全浏览器,FckXEaykA,0
491,【绵阳开展城区出租汽车不文明驾驶行为和违规经营行为联动整治】#市州动态#绵阳市将重点整治城区出租汽车拼客、不打表、拒载、欺行霸市等违法违规行为，及时纠正从业人员不文明驾驶行为，全力保障文明城市建设期间出租汽车行业不扣分、不掉队。对群众举报违法违规经营车辆，并经市运政稽查大队查证属实 ????...展开全文c,7月14日 11:12,4,3,1,360安全浏览器,Fck2J6Smy,0
492,途中“偶遇”正在建设中的雅康高速。好期待！建成后成都到康定大约只需4小时！这条安全快捷的进藏大通道预计2018年全线通车。 L秒拍视频,7月14日 10:44,5,12,13,iPhone 6s Plus,FcjRl8dR0,0
493,【中国首推“公路债” 终结政府贷款修路历史】#媒体聚焦#财政部、交通运输部12日联合发文，明确从2017年开始试点发行地方政府收费公路专项债券，这将是今后政府修建收费公路解决举债融资问题的唯一渠道。收费公路专项债券的发行主体为省级政府，债券纳入地方政府专项债券限额管理，债券收入、支出、还 ????...展开全文c,7月14日 09:14,4,评论,3,360安全浏览器,FcjgEq02P,0
494,#四川早安#我们眼前拥有的，才是真正应该珍惜的。远处是风景，近处的才是人生。愿你在自己存在的地方，成为一束光，照亮世界的一角。早安 ????,7月14日 08:30,转发,1,1,微博 weibo.com,FciYKeRuR,0
495,#政务V影响力峰会#“6.24”茂县特大山体滑坡灾害发生后，@四川交通 迅速反应，及时发布我省交通应急工作举措、应急动态、最新路况等信息，共发布相关稿件40余条，受到网友高度关注，阅读量超过72万人次。其中，前往灾区的救援人员在途中遇堵，@四川交通 发布微博呼吁公众让出生命通道，得到四川各政务 ????...展开全文c,7月13日 18:15,转发,评论,3,360安全浏览器,FcdnTeHRK,0
496,【南充加快嘉陵江航道综合整治 打造“黄金水道”】#市州动态# 整治后的嘉陵江通航等级将由过去的5级提升为4级，按照4级通航标准，嘉陵江通航标准将达到单船500吨级、船队千吨级。2020年后，嘉陵江通航标准将提升至3级， 把嘉陵江打造成更高等级的“黄金水道”。届时，单船千吨级、船队数千吨级将 ????...展开全文c,7月13日 17:40,1,评论,2,360安全浏览器,Fcd9LqjsK,0
497,【沿着南大梁交通大道 南充打造了一批美丽小镇】#市州动态# 近年来， 营山县全力支持营达、营仪阆高速公路建设，着力构建对外交通主动脉。目前，正在建设顺蓬营（营山段）一级公路，全面完成国省干线、县乡道路升级改造，构建高速公路与县乡道路互通转换体系，加快融入成渝两小时经济圈，并积极 ????...展开全文c,7月13日 16:32,转发,评论,1,360安全浏览器,FccIc1KEd,0
498,【9月26日前 开车去开江要注意】#市州动态#因位于开江境内的恩广高速公路天坪寨隧道整治施工。即日起，从达州到开江的客货车辆将实施交通管制通行，通过天坪寨隧道的车辆实行半幅通行。,7月13日 13:35,2,评论,赞,360安全浏览器,Fcby8qEtV,0
499,【华蓥山宝鼎旅游公路通车 美如云中画卷】#交通动态#华蓥山宝鼎旅游公路近日通车，游客乘车可直达宝鼎山门口。自上世纪90年代，宝鼎附近4个区市县先后建成通往宝鼎的公路60余公里。今年以来，华蓥市投资500余万元，修通了到宝鼎山顶的最后2.4公里水泥路。,7月13日 11:42,3,1,4,360安全浏览器,FcaOlkIBW,0
